timestamp,block_id,phase_label,l_abd,l_flex,l_er,r_abd,r_flex,r_er
1761183215.0118349,1,abd_down,160.58326638527393,-70.3422302004724,0.0,-170.1635704025219,-76.12935768825868,0.0
1761183215.1358452,1,abd_down,161.1521128559629,-70.33065003816145,10.030304460713173,-169.64982647441204,-76.02977642848339,0.0
1761183215.27072,1,abd_down,161.41411049996913,-70.05822199678721,172.55252579405575,-168.64801945736943,-76.75855265074155,0.0
1761183215.40824,1,abd_down,161.74180216586555,-70.07515538411674,0.0,-168.754192070074,-76.38058071605418,0.0
1761183215.5365279,1,abd_down,162.28532669097987,-69.88062642669877,9.927312659312166,-168.88118954148518,-75.91276665226987,0.0
1761183215.674957,1,abd_down,163.2277625334761,-69.90883740647033,10.04808744586326,-168.13110133540437,-75.78342515398822,0.0
1761183215.807741,1,abd_down,164.16280214887158,-69.5880847210347,10.123405609312291,-167.86626341438927,-75.43311415273205,74.65739131800787
1761183215.936436,1,abd_down,164.62788325669553,-69.58298124099461,10.33776448522593,-167.6240376351567,-75.34884963702315,0.0
1761183216.072502,1,abd_down,164.83441357896123,-69.97193342960635,0.0,-167.4327821520036,-75.2128319123785,61.06352162476148
1761183216.2063842,1,abd_down,165.434969628218,-69.46079641641114,10.616461457375086,-167.86457683717816,-74.57184985041374,0.0
1761183216.339023,1,abd_down,165.22411655128897,-69.52600897070863,10.70056854284301,-168.012681217646,-74.63593148098032,0.0
1761183216.47051,1,abd_down,164.50256658752104,-69.388583423413,0.0,-168.48284032292761,-74.99910531562811,0.0
1761183216.610834,1,abd_down,163.39720748628173,-70.1081912017766,10.67291634566857,-168.33050511115223,-75.64865987711588,0.0
1761183216.7365382,1,abd_down,163.65287331912765,-69.89777196423023,0.0,-168.18801315804257,-75.59118436372333,0.0
1761183216.863224,1,abd_down,163.4513378712389,-69.85173164511406,170.4276048111533,-168.34821479202665,-75.59733283114137,0.0
1761183217.014282,1,abd_down,163.53781719703423,-70.03584358004014,0.0,-168.33881310499214,-75.2718549813607,0.0
1761183217.136835,1,abd_down,163.7852540286083,-69.7764381505706,9.58936305438504,-168.08848615083969,-75.27119566692598,0.0
1761183217.2717571,1,abd_down,163.33835832100647,-69.93608435244127,0.0,-168.39481356905372,-75.23129590831259,66.38020839488158
1761183217.409495,1,abd_down,161.3318606729149,-69.82018050150786,0.0,-168.85627251393612,-76.33894116934822,116.84375684032946
1761183217.535239,1,abd_down,161.06266984714244,-69.83594164795763,8.85195022323556,-168.73072819384132,-76.4578271284333,119.60834095744438
1761183217.671346,1,abd_down,161.41993251461756,-69.64748657469983,8.697625566568867,-168.62405761903625,-76.24392819365832,0.0
1761183217.808056,1,abd_down,161.58927224397328,-69.6061903067449,0.0,-168.5498277061045,-76.14239489376243,110.6515827042966
1761183217.937449,1,abd_down,161.78774991351676,-69.59095143268353,0.0,-168.39818295794157,-76.06681393733147,0.0
1761183218.0727239,1,abd_down,163.0006359465944,-69.48720143520298,0.0,-166.87565243978207,-76.28716098807126,0.0
1761183218.209161,1,abd_down,162.8239896316959,-69.11110486348193,0.0,-167.0666822144676,-76.37690476755958,0.0
1761183218.339422,1,abd_down,163.56792835276494,-69.10704696689695,0.0,-166.4164157593111,-76.31386855799182,115.55759893608672
1761183218.470787,1,abd_down,164.7172253835308,-69.17389684796802,8.449923062561881,-165.29114541808698,-76.29807291795754,0.0
