Timestamp,Pelvis_position_x,Pelvis_position_y,Pelvis_position_z,Pelvis_extension,Pelvis_lateral_flexion_rotation,Pelvis_axial_rotation,Chest_position_x,Chest_position_y,Chest_position_z,Thorax_extension,Thorax_lateral_flexion_rotation,Thorax_axial_rotation,Head_position_x,Head_position_y,Head_position_z,Neck_flexion,Neck_left-ward_tilt,Neck_right-ward_rotation,LeftUpperLeg_position_x,LeftUpperLeg_position_y,LeftUpperLeg_position_z,LeftHip_flexion,LeftHip_adduction,LeftHip_external_rotation,LeftLowerLeg_position_x,LeftLowerLeg_position_y,LeftLowerLeg_position_z,LeftKnee_flexion,LeftKnee_adduction,LeftKnee_external_rotation,LeftFoot_position_x,LeftFoot_position_y,LeftFoot_position_z,LeftAnkle_dorsiflexion,LeftAnkle_inversion,LeftAnkle_internal_rotation,RightUpperLeg_position_x,RightUpperLeg_position_y,RightUpperLeg_position_z,RightHip_flexion,RightHip_adduction,RightHip_external_rotation,RightLowerLeg_position_x,RightLowerLeg_position_y,RightLowerLeg_position_z,RightKnee_flexion,RightKnee_adduction,RightKnee_external_rotation,RightFoot_position_x,RightFoot_position_y,RightFoot_position_z,RightAnkle_dorsiflexion,RightAnkle_inversion,RightAnkle_internal_rotation,LeftShoulder_position_x,LeftShoulder_position_y,LeftShoulder_position_z,LeftUpperArm_position_x,LeftUpperArm_position_y,LeftUpperArm_position_z,LeftShoulder_flexion,LeftShoulder_abduction,LeftShoulder_external_rotation,LeftElbow_flexion,LeftElbow_abduction,LeftElbow_pronation,RightShoulder_position_x,RightShoulder_position_y,RightShoulder_position_z,RightUpperArm_position_x,RightUpperArm_position_y,RightUpperArm_position_z,RightShoulder_flexion,RightShoulder_abduction,RightShoulder_external_rotation,RightElbow_flexion,RightElbow_abduction,RightElbow_pronation,LeftHand_position_x,LeftHand_position_y,LeftHand_position_z,LeftWrist_flexion,LeftWrist_adduction,LeftWrist_pronation,RightHand_position_x,RightHand_position_y,RightHand_position_z,RightWrist_flexion,RightWrist_adduction,RightWrist_pronation
3717.0,-0.7676752,0.6000909,-0.5614133,16.87794,10.11707,23.27016,-0.8056775,0.9311053,-0.6339186,-1.646632,-0.639433,4.118751,-0.8026099,1.231136,-0.6302427,-5.35372,0.3589902,18.81946,-0.8380319,0.597001,-0.5283574,55.20197,18.48283,0.839068,-0.7918636,0.4878653,-0.1307237,79.29233,-0.5485578,0.249446,-0.8057314,0.07341748,-0.1622423,5.462102,-1.082294,-10.50257,-0.6973184,0.6031809,-0.5944691,5.637603,34.10682,34.88036,-0.4137279,0.3015924,-0.5666205,72.19717,37.58557,-22.98103,-0.4751767,0.07342286,-0.9088417,53.86373,26.75891,12.22377,-0.8704612,1.050589,-0.6072753,-0.9986963,1.066916,-0.6085012,45.48672,18.21835,-31.39527,46.02081,-7.23e-05,-59.295,-0.7355857,1.049363,-0.6170278,-0.6087662,1.028245,-0.6305605,63.77479,32.33067,4.349625,34.82321,-3.78e-07,-16.08001,-1.024099,1.018973,-0.1266395,-6.786252,-5.598618,-0.3316129,-0.2944663,1.03313,-0.2383423,3.351936,0.1109334,0.0
3733.0,-0.767686,0.6000971,-0.5614274,16.87806,10.11718,23.27443,-0.8056539,0.9311118,-0.6339276,-1.648295,-0.6502355,4.121175,-0.8025403,1.231142,-0.630238,-5.347751,0.3697688,18.80134,-0.8380405,0.5970091,-0.5283664,55.19993,18.48768,0.8425589,-0.791882,0.4878666,-0.1307335,79.28986,-0.550488,0.25101,-0.8057329,0.0734176,-0.1622435,5.461743,-1.083245,-10.50071,-0.6973315,0.6031852,-0.5944883,5.64344,34.11152,34.88829,-0.4137107,0.3016248,-0.5666451,72.19608,37.5929,-22.97707,-0.475178,0.07342434,-0.9088424,53.85638,26.76655,12.23492,-0.870414,1.050607,-0.6072779,-0.9986464,1.066954,-0.6085125,45.50205,18.19655,-31.39222,46.02811,-9.71e-05,-59.28638,-0.7355391,1.049356,-0.6170368,-0.6087211,1.028222,-0.6305592,63.79148,32.31956,4.38414,34.83397,-1.46e-05,-16.06207,-1.023937,1.019082,-0.1266512,-6.795811,-5.600301,-0.3322025,-0.2944683,1.033026,-0.2383212,3.301738,0.1045052,0.0
3750.0,-0.7676991,0.6001042,-0.5614424,16.87788,10.11578,23.27975,-0.8056298,0.9311205,-0.63393,-1.651853,-0.6608302,4.124453,-0.802471,1.23115,-0.6302226,-5.34863,0.380282,18.79031,-0.8380511,0.59702,-0.5283758,55.19791,18.49256,0.8460353,-0.7919022,0.4878688,-0.1307442,79.28716,-0.5542282,0.2502292,-0.8057356,0.07341865,-0.1622461,5.462389,-1.08494,-10.49985,-0.6973472,0.6031883,-0.5945089,5.651248,34.11785,34.88578,-0.4136929,0.3016588,-0.5666714,72.19698,37.59137,-22.97796,-0.4751777,0.07342452,-0.908843,53.85063,26.76731,12.24199,-0.8703663,1.050626,-0.6072688,-0.9985952,1.067002,-0.608501,45.51426,18.18224,-31.38698,46.03805,-9.17e-05,-59.28225,-0.7354923,1.049351,-0.617036,-0.6086758,1.028208,-0.6305586,63.80904,32.30353,4.418521,34.84514,-7.47e-05,-16.06048,-1.023785,1.019195,-0.1266456,-6.815495,-5.610261,-0.3339648,-0.2944703,1.032951,-0.2383014,3.247391,0.1079539,0.0
3767.0,-0.7677135,0.600112,-0.5614568,16.87655,10.11475,23.28804,-0.8056203,0.9311308,-0.6339248,-1.656349,-0.6682678,4.127111,-0.8024284,1.231159,-0.6302003,-5.355659,0.3861919,18.77848,-0.8380614,0.5970321,-0.528381,55.19606,18.49998,0.8513383,-0.791921,0.4878694,-0.1307515,79.28439,-0.557225,0.2517883,-0.8057384,0.07341817,-0.1622474,5.462891,-1.084203,-10.49942,-0.6973657,0.6031919,-0.5945326,5.662267,34.12369,34.88345,-0.4136745,0.3016967,-0.5667009,72.1972,37.59246,-22.97886,-0.4751782,0.07342406,-0.9088435,53.84179,26.76963,12.25157,-0.8703401,1.050642,-0.6072509,-0.9985648,1.067051,-0.608476,45.54086,18.16184,-31.3708,46.03889,-8.41e-05,-59.27576,-0.7354668,1.049351,-0.6170251,-0.6086537,1.028189,-0.6305512,63.82839,32.28727,4.44277,34.85808,-5.98e-05,-16.04878,-1.02367,1.019308,-0.1266115,-6.823203,-5.61651,-0.3351346,-0.2945026,1.032906,-0.238273,3.217289,0.1128913,0.0
3783.0,-0.7677293,0.6001205,-0.5614704,16.8759,10.11408,23.29681,-0.8056169,0.9311411,-0.6339213,-1.660479,-0.6746404,4.12972,-0.8023865,1.231169,-0.6301793,-5.360414,0.3801772,18.76567,-0.8380727,0.597045,-0.5283847,55.19318,18.5079,0.858434,-0.7919407,0.4878694,-0.1307577,79.28146,-0.558426,0.2548778,-0.8057414,0.07341725,-0.1622479,5.46264,-1.084138,-10.49664,-0.697386,0.6031961,-0.5945562,5.67309,34.12963,34.88129,-0.4136563,0.3017365,-0.5667301,72.19736,37.5943,-22.97946,-0.4751793,0.07342459,-0.908843,53.8339,26.7715,12.26122,-0.8703223,1.050658,-0.6072355,-0.9985442,1.06709,-0.6084504,45.57143,18.14104,-31.35795,46.03843,-6.85e-05,-59.26766,-0.7354496,1.049353,-0.6170163,-0.6086395,1.028174,-0.6305459,63.85389,32.26866,4.478062,34.87624,-7.54e-05,-16.03745,-1.023536,1.019413,-0.1265727,-6.809535,-5.629482,-0.3351346,-0.2945408,1.032867,-0.2382573,3.168606,0.1162676,0.0
3800.0,-0.7677463,0.6001303,-0.5614831,16.87611,10.11169,23.30726,-0.8056165,0.9311522,-0.6339195,-1.664364,-0.6794229,4.13356,-0.8023492,1.23118,-0.6301471,-5.349582,0.3665524,18.75291,-0.8380847,0.5970623,-0.5283861,55.18879,18.51624,0.8695317,-0.7919614,0.4878705,-0.1307625,79.27812,-0.5593049,0.2556444,-0.8057432,0.07341737,-0.162248,5.460343,-1.085568,-10.49477,-0.697408,0.6031982,-0.5945802,5.685203,34.13662,34.87071,-0.4136429,0.3017717,-0.566757,72.19865,37.59155,-22.97966,-0.4751805,0.07342407,-0.9088435,53.82756,26.77145,12.26877,-0.8703104,1.050672,-0.6072211,-0.9985315,1.067111,-0.608426,45.59298,18.12827,-31.35714,46.04502,-8.63e-05,-59.26295,-0.7354384,1.049357,-0.6170112,-0.6086272,1.028185,-0.6305402,63.87186,32.25995,4.515189,34.89368,-4.02e-05,-16.04235,-1.023389,1.01947,-0.1265498,-6.786974,-5.630828,-0.3339648,-0.2945372,1.032822,-0.2382748,3.09971,0.1040047,0.0
3817.0,-0.7677636,0.6001399,-0.5614948,16.87768,10.10912,23.31625,-0.8056176,0.9311619,-0.6339164,-1.669295,-0.6834548,4.139241,-0.8023247,1.231189,-0.6301081,-5.338655,0.3608085,18.74126,-0.8380977,0.5970799,-0.5283881,55.18336,18.52322,0.8791551,-0.7919834,0.4878723,-0.1307679,79.27486,-0.5617709,0.2579304,-0.8057447,0.07341811,-0.1622486,5.459661,-1.087396,-10.49091,-0.6974294,0.6031998,-0.5946016,5.69502,34.14381,34.86313,-0.4136325,0.301803,-0.5667805,72.19926,37.59112,-22.97861,-0.4751817,0.07342394,-0.9088439,53.8209,26.77442,12.2779,-0.8703007,1.050684,-0.6072011,-0.9985213,1.067127,-0.6083955,45.60711,18.11683,-31.34736,46.05799,-0.000103637,-59.24894,-0.7354299,1.04936,-0.6170051,-0.6086162,1.028203,-0.6305314,63.88803,32.25361,4.553513,34.9038,-1.71e-05,-16.04276,-1.023273,1.019505,-0.1265353,-6.783303,-5.627843,-0.3339648,-0.2945189,1.032768,-0.2382887,3.057871,0.09394655,0.0
3833.0,-0.7677801,0.6001492,-0.5615058,16.87983,10.1086,23.32545,-0.8056175,0.9311694,-0.6339118,-1.674796,-0.6891955,4.143828,-0.8022981,1.231196,-0.6300657,-5.329398,0.3639469,18.73079,-0.8381095,0.5970953,-0.5283884,55.17706,18.53153,0.8862489,-0.7920051,0.4878724,-0.1307712,79.27181,-0.5649753,0.2594432,-0.805746,0.07341725,-0.1622485,5.458693,-1.088246,-10.48779,-0.6974508,0.6032031,-0.5946232,5.703445,34.1489,34.86068,-0.4136243,0.301834,-0.5668034,72.19833,37.59599,-22.97386,-0.4751831,0.07342431,-0.9088446,53.81229,26.78161,12.28965,-0.8702866,1.050695,-0.6071793,-0.9985056,1.067152,-0.6083587,45.63593,18.0929,-31.32795,46.06613,-8.48e-05,-59.22672,-0.7354168,1.049359,-0.6169946,-0.6086032,1.028202,-0.6305227,63.90428,32.24662,4.580923,34.90645,-5.92e-05,-16.02923,-1.023113,1.019549,-0.1265039,-6.787263,-5.63144,-0.3345502,-0.294495,1.032726,-0.238293,3.043111,0.08771771,0.0
3850.0,-0.7677947,0.6001592,-0.5615162,16.88057,10.10839,23.33421,-0.8056132,0.9311793,-0.6339026,-1.680628,-0.6957396,4.145954,-0.8022663,1.231205,-0.6300153,-5.31784,0.3707386,18.7219,-0.8381194,0.5971099,-0.5283886,55.17244,18.54004,0.8921905,-0.7920268,0.4878729,-0.1307739,79.26915,-0.5684152,0.2601963,-0.8057479,0.07341698,-0.1622493,5.459339,-1.090134,-10.48723,-0.6974699,0.6032084,-0.5946438,5.712064,34.1534,34.85439,-0.4136141,0.3018667,-0.5668281,72.19833,37.5956,-22.97349,-0.475185,0.07342504,-0.9088458,53.80802,26.78263,12.29533,-0.8702677,1.05071,-0.6071553,-0.9984851,1.06718,-0.6083238,45.67222,18.05646,-31.31124,46.06462,-9.03e-05,-59.21072,-0.7353984,1.049359,-0.6169762,-0.6085873,1.028189,-0.6305078,63.92591,32.23999,4.603683,34.90091,-0.000137081,-16.00665,-1.022903,1.01957,-0.1264573,-6.783246,-5.645216,-0.3351346,-0.2944533,1.032685,-0.2382887,2.99637,0.07265741,0.0
3867.0,-0.767807,0.6001698,-0.561527,16.8799,10.10721,23.34265,-0.8056048,0.9311919,-0.6338958,-1.685047,-0.701994,4.143733,-0.8022302,1.231217,-0.6299801,-5.312052,0.3762023,18.71783,-0.8381276,0.5971254,-0.52839,55.16941,18.54805,0.8991814,-0.7920482,0.4878739,-0.1307778,79.26641,-0.5711461,0.2609472,-0.8057496,0.0734171,-0.1622512,5.460559,-1.091262,-10.48359,-0.6974864,0.6032142,-0.5946639,5.721972,34.15845,34.84955,-0.4136006,0.3019002,-0.5668533,72.19843,37.59565,-22.97577,-0.4751862,0.07342634,-0.908847,53.80459,26.78228,12.29996,-0.8702471,1.050727,-0.6071415,-0.9984628,1.067212,-0.6083004,45.6967,18.02789,-31.30321,46.06659,-8.72e-05,-59.21897,-0.7353776,1.049363,-0.6169579,-0.6085683,1.02818,-0.6304871,63.94879,32.23996,4.626275,34.89335,-5.58e-05,-15.96119,-1.022703,1.019567,-0.1264319,-6.777142,-5.664253,-0.3357179,-0.2943777,1.032663,-0.2382998,2.948624,0.06204132,0.0
3883.0,-0.767817,0.6001804,-0.5615382,16.87868,10.10465,23.35155,-0.8055953,0.9312057,-0.6338893,-1.689107,-0.7068461,4.139051,-0.8021944,1.231231,-0.6299534,-5.312863,0.3757334,18.71833,-0.8381335,0.5971423,-0.5283918,55.16688,18.55592,0.9069818,-0.7920683,0.4878751,-0.1307822,79.26347,-0.5736374,0.2624426,-0.8057512,0.07341757,-0.1622531,5.461886,-1.092478,-10.48042,-0.6975006,0.6032185,-0.5946845,5.733401,34.16476,34.84055,-0.4135832,0.3019337,-0.5668792,72.19983,37.59203,-22.9768,-0.475186,0.07342702,-0.9088476,53.79876,26.78272,12.30439,-0.8702293,1.050745,-0.6071319,-0.9984433,1.067242,-0.6082872,45.70943,18.00659,-31.30301,46.07222,-9.1e-05,-59.22172,-0.7353591,1.049369,-0.6169376,-0.6085501,1.028182,-0.6304603,63.97527,32.24247,4.658783,34.89087,-9.74e-05,-15.90516,-1.022533,1.019542,-0.1264268,-6.78044,-5.67269,-0.3357179,-0.2942855,1.032664,-0.2383281,2.914502,0.05388332,0.0
3900.0,-0.7678235,0.6001906,-0.5615504,16.87679,10.10019,23.36085,-0.8055751,0.931221,-0.6338864,-1.692001,-0.7124647,4.135738,-0.8021442,1.231245,-0.6299387,-5.316255,0.3753774,18.71615,-0.838136,0.5971608,-0.5283948,55.16496,18.56335,0.9168525,-0.7920864,0.4878761,-0.1307883,79.26004,-0.5755153,0.2631872,-0.805753,0.07341769,-0.1622549,5.462999,-1.09307,-10.47715,-0.697511,0.6032203,-0.5947059,5.746752,34.17257,34.83339,-0.4135612,0.3019657,-0.5669045,72.20152,37.59053,-22.97803,-0.4751853,0.07342626,-0.9088473,53.792,26.78254,12.30988,-0.8701987,1.050765,-0.6071267,-0.9984111,1.067275,-0.6082842,45.72845,17.98144,-31.29825,46.07192,-7.7e-05,-59.21326,-0.7353281,1.049377,-0.6169251,-0.6085189,1.028188,-0.6304442,63.99815,32.24342,4.688879,34.89743,-6.43e-06,-15.85072,-1.022381,1.019534,-0.1264213,-6.774855,-5.675148,-0.3357179,-0.2941963,1.032688,-0.2383701,2.87712,0.04811924,0.0
3917.0,-0.7678276,0.6002005,-0.5615634,16.87498,10.09546,23.36926,-0.8055521,0.9312361,-0.6338844,-1.694775,-0.7179959,4.136212,-0.8020925,1.23126,-0.6299257,-5.320566,0.3753491,18.70564,-0.8381366,0.5971791,-0.5283998,55.16328,18.56998,0.9253501,-0.7921034,0.4878776,-0.130796,79.25641,-0.5782668,0.2654082,-0.805754,0.0734182,-0.162256,5.462855,-1.093231,-10.47268,-0.6975185,0.603222,-0.5947269,5.759494,34.18033,34.82853,-0.4135385,0.3019957,-0.5669282,72.20336,37.59041,-22.97776,-0.475186,0.07342537,-0.9088461,53.78579,26.78122,12.31659,-0.8701639,1.050786,-0.607118,-0.9983751,1.067305,-0.6082765,45.74987,17.96031,-31.29972,46.06917,-8.13e-05,-59.18758,-0.7352935,1.049384,-0.6169179,-0.6084832,1.028199,-0.6304333,64.01405,32.24109,4.717486,34.91157,-7.86e-05,-15.80074,-1.022221,1.01956,-0.1264031,-6.770453,-5.672798,-0.3351346,-0.2941377,1.032734,-0.238403,2.819667,0.03739736,0.0
3933.0,-0.7678286,0.6002108,-0.5615771,16.87274,10.09174,23.3773,-0.8055276,0.9312519,-0.6338684,-1.701689,-0.7237035,4.137159,-0.8020405,1.231274,-0.6298833,-5.331199,0.3777313,18.6942,-0.8381342,0.5971961,-0.5284056,55.16201,18.57705,0.9331415,-0.7921185,0.4878782,-0.1308043,79.25256,-0.580664,0.2668786,-0.8057547,0.07341763,-0.1622556,5.461671,-1.094542,-10.46766,-0.697523,0.6032256,-0.5947486,5.771698,34.18655,34.82896,-0.4135152,0.3020253,-0.5669513,72.20438,37.59467,-22.97559,-0.4751882,0.07342537,-0.9088448,53.77901,26.78248,12.32677,-0.870127,1.050804,-0.6070864,-0.9983369,1.067334,-0.608242,45.76814,17.94767,-31.3103,46.06388,-5.41e-05,-59.17158,-0.735257,1.049391,-0.6168891,-0.6084456,1.028212,-0.6304047,64.02884,32.23439,4.748049,34.92707,-8.86e-05,-15.76391,-1.022064,1.019603,-0.1263515,-6.765991,-5.673053,-0.3357179,-0.2940916,1.032785,-0.238409,2.757615,0.02365768,0.0
3950.0,-0.7678248,0.6002206,-0.5615918,16.87073,10.08779,23.38552,-0.8054979,0.9312671,-0.6338479,-1.710292,-0.7293622,4.14014,-0.8019871,1.231289,-0.6298327,-5.347164,0.3836347,18.67565,-0.838127,0.597213,-0.5284123,55.16061,18.58454,0.9408684,-0.7921317,0.4878796,-0.1308129,79.24875,-0.5828058,0.2690692,-0.8057551,0.0734179,-0.1622547,5.458764,-1.094842,-10.46211,-0.6975227,0.6032281,-0.5947713,5.783843,34.1929,34.8323,-0.4134881,0.302053,-0.5669756,72.20514,37.60185,-22.97312,-0.4751898,0.07342432,-0.9088447,53.77356,26.78463,12.33657,-0.8700842,1.050822,-0.6070444,-0.9982929,1.067361,-0.6081923,45.77446,17.94481,-31.32171,46.07174,-0.000107169,-59.1644,-0.7352149,1.049397,-0.6168545,-0.6084043,1.028216,-0.6303738,64.05116,32.22678,4.779339,34.94257,-2.46e-05,-15.72941,-1.021906,1.019635,-0.1263101,-6.773639,-5.673747,-0.3351346,-0.2940254,1.032866,-0.2384263,2.737596,0.02978896,0.0
3967.0,-0.7678178,0.6002291,-0.5616071,16.86897,10.08571,23.39324,-0.8054717,0.9312798,-0.6338285,-1.718967,-0.7343757,4.142268,-0.8019415,1.2313,-0.6297869,-5.36761,0.3905757,18.65825,-0.8381163,0.5972265,-0.5284194,55.1591,18.59262,0.9460534,-0.7921416,0.4878797,-0.1308213,79.24517,-0.5855706,0.2712421,-0.8057552,0.07341686,-0.1622527,5.454922,-1.094989,-10.45873,-0.6975193,0.6032318,-0.5947948,5.794643,34.19783,34.83244,-0.413457,0.3020826,-0.5670009,72.20724,37.60476,-22.97097,-0.4751911,0.07342391,-0.9088441,53.76672,26.78533,12.34737,-0.8700466,1.050836,-0.6070042,-0.9982536,1.067389,-0.6081408,45.77882,17.94141,-31.32238,46.09111,-6.74e-05,-59.14733,-0.7351778,1.049401,-0.6168202,-0.6083701,1.028205,-0.6303421,64.06989,32.2238,4.798766,34.96227,-0.000124328,-15.69987,-1.021755,1.01966,-0.1262882,-6.786021,-5.681242,-0.3363003,-0.2939631,1.032952,-0.238453,2.688389,0.02255809,0.0
3983.0,-0.7678089,0.6002371,-0.5616221,16.86616,10.08342,23.40143,-0.8054456,0.9312931,-0.6338085,-1.726918,-0.7387545,4.144584,-0.8018966,1.231312,-0.6297511,-5.395612,0.3946593,18.6397,-0.8381035,0.5972393,-0.5284258,55.15883,18.60117,0.9522384,-0.7921499,0.4878804,-0.1308286,79.24211,-0.5867981,0.272681,-0.805756,0.07341671,-0.1622518,5.453305,-1.095715,-10.45276,-0.6975142,0.603235,-0.5948184,5.806638,34.20312,34.83072,-0.4134216,0.302114,-0.5670288,72.20994,37.60545,-22.97108,-0.4751916,0.073423,-0.9088439,53.76004,26.78425,12.35582,-0.8700104,1.050851,-0.6069649,-0.9982162,1.067414,-0.6080983,45.79554,17.9279,-31.31289,46.10245,-8.16e-05,-59.1373,-0.7351421,1.049407,-0.6167867,-0.6083364,1.028198,-0.6303087,64.08852,32.22438,4.813697,34.97745,-6.04e-05,-15.67841,-1.021631,1.019699,-0.1262607,-6.797745,-5.70324,-0.3380413,-0.2938918,1.033033,-0.2384777,2.644343,0.004460775,0.0
4000.0,-0.7677985,0.6002443,-0.5616367,16.86171,10.08235,23.40936,-0.8054227,0.9313065,-0.6337892,-1.733252,-0.7427999,4.147088,-0.8018541,1.231325,-0.6297243,-5.423867,0.3957636,18.61518,-0.8380892,0.5972487,-0.5284318,55.1605,18.61018,0.955111,-0.792156,0.4878801,-0.1308348,79.23962,-0.5893832,0.2748253,-0.8057563,0.07341573,-0.1622513,5.452011,-1.094763,-10.45022,-0.6975079,0.6032399,-0.5948416,5.819047,34.20739,34.83121,-0.4133821,0.3021495,-0.5670598,72.21251,37.60641,-22.97221,-0.4751921,0.07342348,-0.9088442,53.75353,26.78347,12.3667,-0.869978,1.050865,-0.6069291,-0.998183,1.067435,-0.6080591,45.81648,17.91126,-31.29944,46.10291,-6.87e-05,-59.11928,-0.7351102,1.049413,-0.6167574,-0.6083053,1.028201,-0.6302804,64.10886,32.22271,4.834652,34.98597,-0.000105066,-15.65663,-1.021536,1.019738,-0.1262175,-6.809967,-5.718616,-0.3403488,-0.2938219,1.033093,-0.2384965,2.625996,-0.008414554,0.0
4017.0,-0.7677886,0.600251,-0.5616509,16.85802,10.08185,23.41727,-0.8054047,0.9313184,-0.6337705,-1.739901,-0.7459977,4.150156,-0.8018187,1.231335,-0.6296995,-5.455101,0.3943714,18.5898,-0.8380752,0.5972574,-0.5284372,55.16146,18.6195,0.9612376,-0.7921627,0.4878803,-0.1308402,79.23755,-0.5884712,0.2748253,-0.8057578,0.0734154,-0.1622514,5.451903,-1.095114,-10.44621,-0.6975021,0.6032445,-0.5948647,5.830522,34.21186,34.83176,-0.4133414,0.3021863,-0.5670928,72.21505,37.60714,-22.974,-0.4751928,0.07342412,-0.9088455,53.74875,26.78334,12.37708,-0.8699521,1.050878,-0.606893,-0.9981568,1.067449,-0.6080236,45.83892,17.89349,-31.29065,46.0874,-0.000119358,-59.09843,-0.7350849,1.04942,-0.6167288,-0.6082789,1.028213,-0.630251,64.12611,32.22172,4.856922,34.98771,-5.22e-05,-15.63692,-1.021478,1.019761,-0.1261515,-6.803916,-5.733172,-0.3409232,-0.2937551,1.033133,-0.2385029,2.610745,-0.02025623,0.0
4033.0,-0.7677786,0.6002572,-0.5616639,16.85503,10.08033,23.42481,-0.8053896,0.9313295,-0.6337507,-1.746973,-0.7473685,4.151996,-0.8017931,1.231345,-0.6296762,-5.49155,0.3903469,18.56488,-0.8380615,0.5972671,-0.5284421,55.16189,18.6277,0.9675278,-0.7921683,0.4878812,-0.1308452,79.23559,-0.5881824,0.2755364,-0.8057587,0.07341582,-0.1622524,5.451508,-1.094078,-10.44444,-0.6974958,0.6032473,-0.5948858,5.841471,34.21774,34.83183,-0.4132996,0.3022213,-0.5671254,72.21784,37.60715,-22.97617,-0.4751935,0.07342434,-0.9088471,53.7441,26.78181,12.38684,-0.8699333,1.050887,-0.6068562,-0.9981374,1.067463,-0.6079819,45.87016,17.87575,-31.27531,46.06853,-9.37e-05,-59.05184,-0.7350665,1.049427,-0.6166967,-0.608258,1.028237,-0.6302211,64.13773,32.21845,4.884197,34.98917,-5.86e-05,-15.62306,-1.021443,1.019797,-0.1260729,-6.785124,-5.72763,-0.3397734,-0.2936963,1.033159,-0.238506,2.588458,-0.03291298,0.0
4050.0,-0.7677693,0.6002632,-0.561675,16.85369,10.07949,23.43202,-0.8053774,0.931338,-0.6337346,-1.75357,-0.7485033,4.153552,-0.8017743,1.231352,-0.6296657,-5.534845,0.3892111,18.53782,-0.8380485,0.5972765,-0.5284451,55.16052,18.63572,0.9733753,-0.7921736,0.4878816,-0.1308487,79.23385,-0.5880274,0.2741124,-0.8057601,0.07341585,-0.1622536,5.452119,-1.094299,-10.44288,-0.69749,0.6032498,-0.5949048,5.850524,34.22356,34.83278,-0.4132592,0.3022555,-0.5671563,72.22025,37.60812,-22.97798,-0.4751945,0.07342444,-0.9088477,53.73795,26.78057,12.39723,-0.8699181,1.050893,-0.6068246,-0.9981198,1.067489,-0.6079475,45.90222,17.8556,-31.24869,46.05872,-7.26e-05,-58.99617,-0.7350516,1.049432,-0.616669,-0.6082413,1.028253,-0.6301929,64.14781,32.21682,4.907898,34.99496,-9.05e-05,-15.60092,-1.021429,1.01986,-0.1260174,-6.771322,-5.715425,-0.3386196,-0.2936468,1.033203,-0.2385147,2.544375,-0.04312716,0.0
4067.0,-0.7677622,0.6002691,-0.561685,16.85302,10.07885,23.43913,-0.8053707,0.9313455,-0.6337199,-1.759919,-0.7488078,4.153175,-0.8017492,1.231359,-0.6296591,-5.580053,0.370918,18.51837,-0.8380378,0.597286,-0.5284471,55.15848,18.64355,0.9797872,-0.7921801,0.4878822,-0.1308512,79.23228,-0.5878472,0.2733977,-0.8057613,0.07341617,-0.162255,5.453233,-1.094363,-10.44218,-0.6974866,0.6032522,-0.5949228,5.858994,34.22962,34.83947,-0.4132203,0.3022903,-0.5671868,72.22086,37.61468,-22.97417,-0.4751941,0.07342464,-0.9088481,53.72919,26.78721,12.41376,-0.869911,1.050898,-0.606797,-0.9981101,1.067514,-0.6079217,45.93594,17.83264,-31.22226,46.05019,-0.000105228,-58.95266,-0.7350444,1.049437,-0.6166406,-0.6082336,1.028258,-0.6301599,64.16357,32.22132,4.91668,34.99367,-6.12e-05,-15.58356,-1.021418,1.019923,-0.1259722,-6.763237,-5.707367,-0.3368816,-0.2935966,1.033246,-0.238514,2.518239,-0.05196616,0.0
4083.0,-0.7677574,0.600275,-0.5616941,16.85144,10.07846,23.44646,-0.8053714,0.9313539,-0.6337004,-1.76669,-0.7478752,4.154071,-0.8017332,1.231366,-0.6296318,-5.610142,0.3474697,18.51021,-0.8380291,0.5972947,-0.5284479,55.15742,18.65161,0.9849661,-0.7921873,0.4878827,-0.1308523,79.23096,-0.588167,0.2741124,-0.8057631,0.07341653,-0.1622561,5.453736,-1.09385,-10.44009,-0.6974857,0.6032552,-0.5949403,5.868053,34.23501,34.84469,-0.4131843,0.3023253,-0.5672165,72.2214,37.62008,-22.97299,-0.475194,0.07342495,-0.908848,53.72035,26.79226,12.42683,-0.8699132,1.050902,-0.6067623,-0.9981109,1.067527,-0.6078898,45.97955,17.80676,-31.20345,46.03341,-0.000124935,-58.90598,-0.7350468,1.049445,-0.6166083,-0.6082335,1.028277,-0.6301218,64.18645,32.22555,4.938503,34.99267,-3.6e-05,-15.55426,-1.021385,1.019994,-0.1259027,-6.755722,-5.705221,-0.3363003,-0.2935369,1.033291,-0.2385224,2.501863,-0.06134077,0.0
