Timestamp,RightWrist_flexion,RightWrist_adduction,RightWrist_flexion_velocity,RightWrist_adduction_velocity,LeftWrist_flexion,LeftWrist_adduction,LeftWrist_flexion_velocity,LeftWrist_adduction_velocity,steer_proxy,steer_label
9083,-6.912053,5.846615,-7.128946,-1.705036,2.346437,7.219629,3.722894,2.290109,4.0344038499999995,neutral
9100,-7.033022,5.819391,-7.258016,-1.633412,2.486482,7.220824,8.402575,0.07166722,3.9415583500000007,neutral
9117,-7.036062,5.782547,-0.182358,-2.210612,2.708483,7.265179,13.31979,2.661272,3.9283771499999998,neutral
9133,-7.136111,5.773437,-6.003204,-0.5465912,2.904545,7.358653,11.76416,5.608654,3.8556098500000013,neutral
9150,-7.257771,5.768573,-7.299443,-0.2918186,2.974996,7.428509,4.226993,4.191288,3.7689886500000007,neutral
9167,-7.346065,5.734026,-5.297538,-2.072799,3.161741,7.480865,11.20446,3.141256,3.6968187500000003,neutral
9183,-7.405521,5.671721,-3.567492,-3.738445,3.29984,7.493124,8.286289,0.7356263,3.6365080499999998,neutral
9200,-7.554813,5.622348,-8.957374,-2.962331,3.36703,7.502633,4.031303,0.5705054,3.5171917500000003,neutral
9217,-7.706196,5.578243,-9.082769,-2.646251,3.446283,7.529328,4.755099,1.601655,3.3979921500000003,neutral
9233,-7.742936,5.5142,-2.204476,-3.842733,3.616821,7.612361,10.23271,4.982208,3.3530612499999997,neutral
9250,-7.83882,5.464983,-5.752975,-2.952919,3.779475,7.692055,9.75903,4.781534,3.2711773500000003,neutral
9267,-7.953989,5.412278,-6.909951,-3.162256,3.860822,7.72994,4.880738,2.273038,3.17474755,neutral
9283,-8.022355,5.343779,-4.102152,-4.110106,3.995912,7.754939,8.105709,1.500007,3.106341650000001,neutral
9300,-8.01572,5.255731,0.398075,-5.282804,4.151052,7.779873,9.308242,1.496,3.0845717500000003,neutral
9317,-8.097692,5.206728,-4.918174,-2.94013,4.320963,7.856021,10.19446,4.568793,3.0124904500000005,neutral
9333,-8.200805,5.131919,-6.187032,-4.488663,4.473521,7.941195,9.1538,5.110673,2.91786865,neutral
9350,-8.247622,5.030205,-2.808955,-6.102757,4.76477,8.117656,17.47462,10.58741,2.85458255,neutral
9367,-8.290317,4.93011,-2.561653,-6.005599,5.066084,8.249701,18.07848,7.922533,2.7946675500000007,neutral
9383,-8.411999,4.844321,-7.301215,-5.147525,5.242469,8.315181,10.58351,3.928967,2.68375345,neutral
9400,-8.617234,4.735559,-12.31389,-6.525551,5.466513,8.422089,13.4424,6.414345,2.5074603500000006,neutral
9417,-8.688534,4.589889,-4.27789,-8.740083,5.727347,8.599365,15.64975,10.63639,2.4138493500000004,neutral
9433,-8.875886,4.46202,-11.24157,-7.672419,5.910457,8.743154,10.98699,8.627637,2.24434225,neutral
9450,-9.058637,4.406176,-10.96483,-3.350593,5.975271,8.839796,3.888798,5.798436,2.099663350000001,neutral
9467,-9.133359,4.318491,-4.48325,-5.260975,6.183328,9.019931,12.48314,10.80788,2.02105245,neutral
9483,-9.17284,4.227038,-2.368962,-5.487399,6.452817,9.190886,16.16999,10.25768,1.9659798499999992,neutral
9500,-9.297284,4.222157,-7.466495,-0.29282,6.643932,9.297205,11.4667,6.379041,1.877404750000001,neutral
9517,-9.367141,4.214865,-4.191317,-0.4375563,6.799158,9.376068,9.313363,4.731696,1.8263172500000007,neutral
9533,-9.348259,4.138063,1.132952,-4.608287,7.022052,9.425073,13.37417,2.940388,1.8164940500000002,neutral
9550,-9.345589,4.127568,0.1602142,-0.6296989,7.223114,9.471352,12.0635,2.776683,1.8152145500000003,neutral
9567,-9.360172,4.165742,-0.8749982,2.290433,7.308578,9.547483,5.127683,4.56782,1.8164586500000004,neutral
9583,-9.35635,4.183347,0.2293486,1.056331,7.506632,9.651153,11.88375,6.220393,1.8244155499999994,neutral
9600,-9.314772,4.144055,2.494649,-2.357466,7.734262,9.732323,13.65751,4.87011,1.8417325500000006,neutral
9617,-9.307975,4.1641,0.4078023,1.202636,7.887671,9.781467,9.204389,2.948627,1.85250395,neutral
9633,-9.316628,4.170773,-0.5191815,0.4003872,7.993821,9.867379,6.369229,5.154906,1.8484487500000002,neutral
9650,-9.308017,4.131861,0.5166335,-2.334664,8.279627,9.935291,17.14801,4.074646,1.84280285,neutral
9667,-9.350928,4.093617,-2.574641,-2.294581,8.621427,10.08264,20.50758,8.840503,1.8012919500000004,neutral
9683,-9.45698,4.076615,-6.363335,-1.020138,8.85723,10.25679,14.14877,10.44995,1.7219549500000007,neutral
9700,-9.535494,4.048404,-4.710754,-1.692634,9.169583,10.45956,18.74082,12.16569,1.6585318500000001,neutral
9717,-9.535742,3.977445,-0.01487703,-4.257448,9.581029,10.67166,24.68625,12.72558,1.6370705499999998,neutral
9733,-9.563902,3.973195,-1.689672,-0.2550415,9.979415,10.87175,23.90409,12.00572,1.61608355,neutral
9750,-9.601444,4.003628,-2.252496,1.825941,10.21161,11.06574,13.93137,11.63927,1.5989340499999996,neutral
9767,-9.635862,4.010398,-2.065046,0.4062287,10.59266,11.2813,22.8625,12.9334,1.5768724500000006,neutral
9783,-9.666784,3.993505,-1.855389,-1.013657,10.97917,11.51212,23.19167,13.84967,1.5501591500000007,neutral
9800,-9.715332,4.025829,-2.912808,1.939407,11.2391,11.69876,15.5953,11.19868,1.5258727500000004,neutral
9817,-9.725688,4.064682,-0.6213448,2.331145,11.45774,11.84731,13.11833,8.912656,1.53027945,neutral
9833,-9.714118,4.048211,0.6942257,-0.9883218,11.74056,11.95218,16.96985,6.29215,1.533437150000001,neutral
9850,-9.707983,4.076912,0.368092,1.722045,12.0339,12.07464,17.59987,7.347822,1.5463419500000004,neutral
9867,-9.699493,4.13504,0.5093666,3.487605,12.21661,12.25061,10.96265,10.5576,1.5697233500000003,neutral
9883,-9.695499,4.169858,0.2396486,2.089172,12.50711,12.42555,17.43078,10.49682,1.5829645500000007,neutral
9900,-9.681863,4.164704,0.8181794,-0.3092419,12.78829,12.55971,16.86998,8.049731,1.5909635500000006,neutral
9917,-9.735488,4.180048,-3.217443,0.9206306,13.00974,12.62575,13.28725,3.962497,1.5580292500000006,neutral
9933,-9.812175,4.172466,-4.601391,-0.454949,13.15661,12.68163,8.812409,3.35262,1.502073750000001,neutral
9950,-9.828993,4.157403,-1.009063,-0.9037223,13.3938,12.67413,14.23074,-0.4499729,1.4857822500000006,neutral
9967,-9.84065,4.160854,-0.699392,0.2070196,13.63433,12.68334,14.4318,0.5526816,1.4786576500000006,neutral
9983,-9.883121,4.166289,-2.548356,0.3261407,13.77317,12.69636,8.330537,0.7813187,1.4505584500000008,neutral
10000,-9.939034,4.158364,-3.354713,-0.4755213,13.95689,12.69319,11.02336,-0.1903115,1.4090418500000004,neutral
10017,-9.948427,4.127546,-0.5636105,-1.849014,14.20309,12.64684,14.77157,-2.78126,1.3932213500000001,neutral
10033,-9.989106,4.108389,-2.440834,-1.149461,14.40388,12.5921,12.04807,-3.283953,1.3589989500000001,neutral
10050,-10.02462,4.078552,-2.130791,-1.790193,14.47681,12.55395,4.375449,-2.289289,1.3251880499999995,neutral
10067,-10.03989,4.051837,-0.9162533,-1.602857,14.67036,12.50655,11.61301,-2.843916,1.3064845500000004,neutral
10083,-10.04191,4.018947,-0.1210832,-1.973525,14.89132,12.49402,13.25764,-0.7519634,1.295203550000001,neutral
10100,-10.06423,4.018256,-1.339333,-0.0414268,15.03311,12.50932,8.507715,0.9183132,1.2793722500000007,neutral
10117,-10.08438,4.022599,-1.208873,0.2605769,15.14605,12.53188,6.775971,1.353123,1.2665701500000006,neutral
10133,-10.08032,4.006913,0.2434826,-0.9411989,15.30271,12.56103,9.3998,1.749183,1.2647063500000009,neutral
10150,-10.09721,3.99518,-1.012954,-0.7039695,15.43277,12.59802,7.803688,2.219252,1.2493634499999997,neutral
10167,-10.15087,3.974879,-3.219561,-1.218042,15.48521,12.61502,3.146377,1.020164,1.2057111500000008,neutral
10183,-10.205,3.941709,-3.248132,-1.990305,15.58414,12.62079,5.93571,0.3461401,1.1578691500000007,neutral
10200,-10.23091,3.898077,-1.554764,-2.617857,15.69335,12.62568,6.552874,0.2937069,1.1266425500000006,neutral
10217,-10.32786,3.827761,-5.817033,-4.218853,15.78767,12.6408,5.658878,0.9068121,1.037682750000001,neutral
10233,-10.41522,3.759858,-5.241484,-4.074342,15.86632,12.65348,4.719041,0.7609474,0.9561598500000006,neutral
10250,-10.4557,3.68921,-2.428789,-4.238809,16.03966,12.66825,10.40065,0.8864993,0.9066294500000005,neutral
10267,-10.50723,3.603282,-3.09179,-5.155549,16.19003,12.66771,9.021659,-0.0328439,0.8447800500000007,neutral
10283,-10.58695,3.522889,-4.783531,-4.823787,16.25174,12.64289,3.702995,-1.489221,0.7648581500000011,neutral
10300,-10.68856,3.445957,-6.096034,-4.615827,16.37339,12.61739,7.298785,-1.529645,0.6706515499999997,neutral
10317,-10.73387,3.354298,-2.718663,-5.499451,16.54576,12.5992,10.34205,-1.091402,0.6114368500000005,neutral
10333,-10.81924,3.273487,-5.12229,-4.848865,16.73477,12.57534,11.3412,-1.431769,0.5274345499999997,neutral
10350,-10.90696,3.214264,-5.263264,-3.553293,16.81021,12.53962,4.525821,-2.143265,0.44826365000000035,neutral
10367,-10.97347,3.15141,-3.99042,-3.771155,17.00974,12.48689,11.97212,-3.163371,0.3828504500000003,neutral
10383,-11.01471,3.086331,-2.474595,-3.904891,17.24784,12.41833,14.28656,-4.11414,0.33445875000000136,neutral
10400,-11.10794,3.051501,-5.593992,-2.089779,17.4305,12.35805,10.95922,-3.61672,0.2587487500000005,neutral
10417,-11.20251,3.044747,-5.673641,-0.4051988,17.62658,12.29505,11.76418,-3.779852,0.19052355000000087,neutral
10433,-11.23328,3.011343,-1.846462,-2.004354,17.96959,12.2377,20.58175,-3.441258,0.15896334999999961,neutral
10450,-11.30544,3.022023,-4.32933,0.6407851,18.27203,12.1845,18.14597,-3.191523,0.11165534999999949,neutral
10467,-11.38605,3.06686,-4.836923,2.690167,18.34513,12.1388,4.385977,-2.742466,0.0686794500000012,neutral
10483,-11.43678,3.102016,-3.043847,2.109486,18.53887,12.09112,11.62456,-2.86062,0.04371524999999998,neutral
10500,-11.464,3.093984,-1.632868,-0.4819299,18.71898,12.03878,10.80645,-3.140083,0.022251650000001177,neutral
10517,-11.52665,3.154326,-3.758967,3.620468,18.82746,11.99452,6.508929,-2.656007,-0.0035007499999997194,neutral
10533,-11.56057,3.217363,-2.035697,3.782363,18.85349,11.95596,1.561493,-2.313628,-0.00833364999999997,neutral
10550,-11.56887,3.233123,-0.4977511,0.9455639,18.99096,11.9119,8.248397,-2.643705,-0.00941565000000022,neutral
10567,-11.5774,3.256161,-0.5116553,1.382276,19.10048,11.87863,6.571069,-1.995639,-0.008475249999999157,neutral
10583,-11.57612,3.313868,0.07650674,3.462502,19.1256,11.85405,1.506902,-1.475258,0.00973285000000157,neutral
10600,-11.55715,3.380617,1.138436,4.004896,19.17793,11.83316,3.140312,-1.253332,0.04303655000000006,neutral
10617,-11.55311,3.360707,0.2424383,-1.194582,19.26496,11.82724,5.221265,-0.3552177,0.03989154999999922,neutral
10633,-11.52907,3.383165,1.442069,1.347523,19.3555,11.83055,5.432494,0.1989633,0.06345694999999996,neutral
10650,-11.49432,3.413985,2.085302,1.849143,19.37552,11.80896,1.201377,-1.295675,0.0970279500000002,neutral
10667,-11.46235,3.419798,1.918221,0.3487948,19.45846,11.81089,4.97648,0.1156975,0.12115085000000025,neutral
10683,-11.43435,3.410488,1.679772,-0.5586222,19.54719,11.82362,5.323885,0.763923,0.13795785000000027,neutral
10700,-11.3793,3.426462,3.302815,0.9584097,19.58682,11.8214,2.377578,-0.133035,0.18128504999999961,neutral
10717,-11.31775,3.459353,3.693508,1.973424,19.62546,11.82283,2.318528,0.08588623,0.2342373499999999,neutral
10733,-11.2886,3.467314,1.749069,0.4777237,19.68852,11.85336,3.783565,1.831813,0.2570306499999999,neutral
10750,-11.26187,3.500514,1.6034,1.991905,19.75368,11.88587,3.909798,1.950722,0.28570165000000003,neutral
10767,-11.23193,3.545668,1.796458,2.709221,19.80194,11.90616,2.895184,1.217113,0.3202058500000007,neutral
10783,-11.18861,3.596905,2.599226,3.074304,19.81707,11.94049,0.9081241,2.059731,0.36590094999999945,neutral
10800,-11.15383,3.633876,2.086675,2.218236,19.81403,11.96686,-0.1824153,1.582058,0.4013382500000011,neutral
10817,-11.10591,3.684789,2.875558,3.054726,19.79988,11.98193,-0.8490206,0.9041228,0.45015615000000064,neutral
10833,-11.06283,3.738981,2.584692,3.251651,19.80344,11.99537,0.2134407,0.8067828,0.4965697499999999,neutral
10850,-11.03719,3.781684,1.538399,2.562153,19.76633,12.00201,-2.226405,0.3984183,0.5273286500000003,neutral
10867,-11.00282,3.823033,2.062357,2.480873,19.74471,11.98853,-1.297277,-0.8085665,0.5637923500000008,neutral
10883,-10.94985,3.85606,3.178091,1.981708,19.74647,11.98491,0.1055186,-0.217389,0.6107794499999999,neutral
10900,-10.90452,3.875404,2.719578,1.160623,19.73431,11.98466,-0.7292033,-0.01499147,0.6483136500000013,neutral
10917,-10.87992,3.898389,1.475801,1.379043,19.71135,11.98431,-1.377613,-0.02111394,0.6724291500000001,neutral
10933,-10.85456,3.889766,1.521666,-0.517379,19.67604,11.99012,-2.118499,0.3487151,0.687594250000001,neutral
10950,-10.84179,3.863837,0.7663959,-1.555722,19.67811,11.99183,0.124166,0.1024226,0.6887545500000005,neutral
10967,-10.82815,3.851066,0.8185799,-0.7662671,19.60483,11.99531,-4.397078,0.2085645,0.6944712500000003,neutral
10983,-10.81907,3.845199,0.5445312,-0.3519911,19.54468,11.99088,-3.609035,-0.2652272,0.6990671500000003,neutral
11000,-10.80959,3.840489,0.5689892,-0.2826349,19.51011,11.98389,-2.07443,-0.4199328,0.7042901500000012,neutral
11017,-10.80223,3.84164,0.4415617,0.06907805,19.47878,11.96788,-1.879541,-0.9601977,0.7097874500000003,neutral
11033,-10.7974,3.848896,0.2897757,0.4353789,19.41294,11.9558,-3.950311,-0.725126,0.7153452500000004,neutral
11050,-10.79363,3.858657,0.2264742,0.5856686,19.36831,11.95055,-2.677865,-0.3145347,0.7209125500000004,neutral
11067,-10.76889,3.869171,1.484213,0.6308146,19.37693,11.9344,0.5171484,-0.969124,0.7413847499999999,neutral
11083,-10.74063,3.886232,1.695508,1.023685,19.38297,11.9337,0.3623341,-0.04223035,0.7662850500000005,neutral
11100,-10.7247,3.899056,0.956078,0.7694142,19.40293,11.94741,1.19783,0.8228141,0.7812832500000004,neutral
11117,-10.68861,3.928046,2.165066,1.739354,19.42884,11.95616,1.554535,0.5249302,0.8152432500000009,neutral
11133,-10.66053,3.959004,1.684865,1.857606,19.45565,11.9625,1.608644,0.3803593,0.844186650000001,neutral
11150,-10.63813,3.984769,1.343853,1.545823,19.47808,11.98035,1.345799,1.071146,0.8675961500000007,neutral
11167,-10.60881,4.001506,1.759438,1.004214,19.48726,11.99674,0.5504501,0.9830855,0.8931412500000002,neutral
11183,-10.58452,4.014849,1.457462,0.8006027,19.51388,12.00013,1.597314,0.203255,0.9141471500000007,neutral
11200,-10.57946,4.018048,0.3035486,0.1919423,19.53199,11.99798,1.086481,-0.1286291,0.9186488500000012,neutral
11217,-10.58452,4.024899,-0.3035486,0.4110352,19.56019,12.00751,1.692205,0.5717929,0.9171621500000011,neutral
11233,-10.58554,4.028183,-0.06134273,0.197075,19.58463,12.02304,1.466732,0.9318716,0.9174333500000005,neutral
11250,-10.56906,4.035321,0.9889791,0.4282868,19.62251,12.0344,2.272523,0.6814252,0.9311107500000002,neutral
11267,-10.54837,4.038522,1.241202,0.1920281,19.62022,12.04076,-0.1373264,0.3813669,0.9465540500000005,neutral
11283,-10.53657,4.038339,0.7078447,-0.01095815,19.61282,12.04366,-0.4443914,0.1742431,0.9547591500000001,neutral
11300,-10.52372,4.038251,0.7713739,-0.005264179,19.61302,12.04899,0.01235938,0.3197989,0.9637277500000003,neutral
11317,-10.50674,4.040442,1.01839,0.1314614,19.62602,12.04939,0.7797852,0.02386047,0.9762710500000003,neutral
11333,-10.49998,4.034101,0.4057661,-0.3805309,19.60836,12.03658,-1.059535,-0.768558,0.9791007499999997,neutral
11350,-10.49042,4.036506,0.5736811,0.1443358,19.59101,12.01539,-1.04082,-1.271414,0.9865142500000008,neutral
11367,-10.46153,4.059061,1.733231,1.353237,19.60332,11.99716,0.7385873,-1.093404,1.01350375,neutral
11383,-10.42615,4.083662,2.122962,1.476117,19.59479,11.96968,-0.5120287,-1.649215,1.0456500500000008,neutral
11400,-10.40108,4.091998,1.504239,0.5001829,19.58758,11.94469,-0.4325782,-1.49949,1.0656998500000006,neutral
11417,-10.36177,4.1156,2.358352,1.416064,19.60859,11.92304,1.260885,-1.299051,1.1002974500000002,neutral
11433,-10.32272,4.135721,2.343269,1.207313,19.64761,11.91317,2.341209,-0.5917971,1.13366875,neutral
11450,-10.29407,4.148449,1.718697,0.7637066,19.66236,11.91313,0.8844966,-0.002288774,1.1575421500000012,neutral
11467,-10.2668,4.15576,1.63613,0.4386149,19.67753,11.91676,0.9107031,0.2173763,1.1788244500000005,neutral
11483,-10.22587,4.162968,2.455998,0.4324891,19.71018,11.91711,1.958618,0.02088628,1.209637850000001,neutral
11500,-10.17862,4.180116,2.835333,1.028861,19.72446,11.92599,0.8569168,0.5331126,1.24785725,neutral
11517,-10.14955,4.182918,1.744045,0.168139,19.71526,11.93832,-0.5519378,0.7395028,1.2690468500000014,neutral
11533,-10.08834,4.207933,3.672781,1.500951,19.69997,11.94852,-0.9176231,0.6124545,1.3193983500000002,neutral
11550,-10.01738,4.241304,4.257463,2.002219,19.72193,11.94687,1.317761,-0.09950443,1.3790816500000016,neutral
11567,-9.97636,4.259901,2.461061,1.115806,19.70503,11.94913,-1.013927,0.1358959,1.41337475,neutral
11583,-9.936916,4.27387,2.366731,0.8381694,19.70222,11.96547,-0.1689214,0.9806826,1.4451762500000003,neutral
11600,-9.888034,4.293009,2.932892,1.148306,19.71234,11.98125,0.6076694,0.9462363,1.485135350000001,neutral
11617,-9.848879,4.313954,2.349255,1.25668,19.74196,11.98501,1.776775,0.2257875,1.5188273499999996,neutral
11633,-9.820148,4.335934,1.723948,1.31884,19.75132,11.99002,0.561698,0.3009341,1.5455330500000004,neutral
11650,-9.785989,4.364614,2.049482,1.720757,19.76128,11.99523,0.5977132,0.3124176,1.5780483500000004,neutral
11667,-9.746469,4.388653,2.37117,1.442357,19.78116,11.99982,1.192566,0.2751106,1.612924050000001,neutral
11683,-9.722473,4.409153,1.43978,1.230002,19.77901,12.00249,-0.1288655,0.1601663,1.63587125,neutral
11700,-9.699452,4.438219,1.381218,1.74396,19.77615,12.00507,-0.1714291,0.1548928,1.66070575,neutral
11717,-9.677882,4.454462,1.294187,0.9745598,19.78401,12.00537,0.4717163,0.01796687,1.6806776500000007,neutral
11733,-9.665156,4.446809,0.7635796,-0.4592121,19.79856,12.00837,0.8726461,0.180137,1.6872899500000011,neutral
11750,-9.64887,4.455111,0.9771347,0.498123,19.78288,12.01527,-0.9404571,0.4142108,1.7011807499999998,neutral
11767,-9.645915,4.453954,0.1773227,-0.06940706,19.77113,12.02061,-0.7054,0.3201994,1.70290215,neutral
11783,-9.655266,4.437915,-0.5610685,-0.9623999,19.77677,12.02511,0.3385295,0.2700911,1.6915447500000012,neutral
11800,-9.666703,4.419261,-0.6862316,-1.119239,19.76233,12.03389,-0.8663008,0.5269901,1.6779426500000003,neutral
11817,-9.673067,4.409389,-0.3818247,-0.592306,19.75587,12.02653,-0.3878327,-0.4419622,1.67052625,neutral
11833,-9.665421,4.412531,0.4587543,0.1885488,19.75646,12.01293,0.03570696,-0.815824,1.67682105,neutral
11850,-9.638882,4.417085,1.592357,0.273251,19.77162,12.00378,0.9094442,-0.5488479,1.6967645500000001,neutral
11867,-9.609937,4.414981,1.736664,-0.1262545,19.76261,11.98773,-0.5403795,-0.9631732,1.7163948499999995,neutral
11883,-9.594398,4.411592,0.9323866,-0.2033122,19.75079,11.96889,-0.7092181,-1.130549,1.726255450000001,neutral
11900,-9.584003,4.431604,0.6236336,1.200662,19.75728,11.9579,0.389206,-0.6593957,1.7395355500000012,neutral
11917,-9.567724,4.465333,0.9767342,2.023734,19.7582,11.9526,0.05515945,-0.3181396,1.76104955,neutral
11933,-9.559584,4.48045,0.4884529,0.9070369,19.74249,11.95411,-0.9423434,0.09064075,1.7712826500000007,neutral
11950,-9.546681,4.499302,0.7741205,1.131112,19.71094,11.95903,-1.893388,0.295309,1.7859703500000004,neutral
11967,-9.524294,4.52873,1.343224,1.765617,19.71786,11.95627,0.4154124,-0.1651922,1.8104696500000008,neutral
11983,-9.500135,4.554547,1.449565,1.549076,19.68747,11.96065,-1.823344,0.2627666,1.8351260500000004,neutral
12000,-9.501585,4.570194,-0.0869734,0.9387977,19.63764,11.94644,-2.989939,-0.8527399,1.8388051500000007,neutral
12017,-9.454778,4.619654,2.808383,2.967567,19.59816,11.93586,-2.368537,-0.6350203,1.886408050000001,neutral
12033,-9.39599,4.678338,3.527379,3.52117,19.58619,11.93103,-0.7180304,-0.2894324,1.9451648500000003,neutral
12050,-9.36435,4.722528,1.898366,2.651344,19.49777,11.9168,-5.305492,-0.8539414,1.9805698500000002,neutral
12067,-9.326074,4.766349,2.296556,2.629229,19.39119,11.906,-6.394605,-0.6478946,2.02050935,neutral
12083,-9.241418,4.809651,5.079544,2.598197,19.35088,11.89814,-2.418574,-0.4719156,2.092759150000001,neutral
12100,-9.158197,4.848562,4.993131,2.334635,19.286,11.89883,-3.892861,0.04177012,2.162687150000001,neutral
12117,-9.150942,4.874506,0.4353248,1.556566,19.17505,11.92062,-6.657127,1.307348,2.1755488499999993,neutral
12133,-9.072659,4.899968,4.697125,1.527817,19.0802,11.94115,-5.690797,1.231833,2.237985550000001,neutral
12150,-8.980454,4.92063,5.532195,1.239714,19.06366,11.93793,-0.9926412,-0.1932869,2.30872765,neutral
12167,-8.930303,4.938784,3.009051,1.08917,18.92336,11.94504,-8.417423,0.4265702,2.3492795499999994,neutral
12183,-8.892626,4.959164,2.260697,1.222878,18.78282,11.9616,-8.433251,0.9936149,2.381767450000001,neutral
12200,-8.802478,4.980006,5.408772,1.250471,18.72185,11.9673,-3.657918,0.3419428,2.4511236500000004,neutral
12217,-8.744847,5.017585,3.457765,2.254728,18.67134,11.9649,-3.030451,-0.1439639,2.5027390499999997,neutral
12233,-8.758562,5.085365,-0.8229195,4.06696,18.55391,11.96974,-7.046174,0.2900618,2.5134725500000004,neutral
12250,-8.816148,5.199256,-3.455076,6.833334,18.42296,11.98006,-7.856559,0.6197427,2.50732965,neutral
12267,-8.894702,5.291964,-4.713157,5.562321,18.40329,11.96996,-1.18055,-0.606525,2.48015425,neutral
12283,-8.955237,5.358707,-3.632268,4.004759,18.29447,11.99995,-6.529453,1.799482,2.4578026499999996,neutral
12300,-8.997197,5.401517,-2.517537,2.568548,18.20288,12.03379,-5.495231,2.030772,2.4412736500000003,neutral
12317,-9.056121,5.439853,-3.535354,2.300132,18.13043,12.06337,-4.34661,1.774372,2.411527650000001,neutral
12333,-9.092109,5.479063,-2.159356,2.352654,18.0889,12.07609,-2.492048,0.7634079,2.39809905,neutral
12350,-9.10949,5.516088,-1.04288,2.221512,17.95281,12.11451,-8.1652,2.30531,2.3970398500000014,neutral
12367,-9.126795,5.55686,-1.038245,2.44627,17.81832,12.15622,-8.06953,2.502545,2.3971579500000004,neutral
12383,-9.13026,5.61367,-0.2079473,3.408699,17.76913,12.19005,-2.951089,2.029689,2.4117754500000004,neutral
12400,-9.100297,5.656534,1.797774,2.57178,17.67558,12.22305,-5.613103,1.979904,2.4456087500000008,neutral
12417,-9.095717,5.683743,0.2747673,1.632525,17.54823,12.23752,-7.641071,0.8681319,2.45697745,neutral
12433,-9.037247,5.69692,3.508381,0.790646,17.43958,12.24669,-6.519382,0.5504823,2.50185955,neutral
12450,-8.935361,5.698885,6.113029,0.1179005,17.42231,12.26963,-1.03567,1.37624,2.57376925,neutral
12467,-8.854702,5.704093,4.83944,0.3124748,17.3363,12.28762,-5.160613,1.079615,2.6317929500000004,neutral
12483,-8.802612,5.7177,3.125504,0.8164248,17.24524,12.29775,-5.463737,0.6077622,2.6723380500000005,neutral
12500,-8.67566,5.708936,7.616982,-0.5257885,17.19474,12.29693,-3.030222,-0.04926585,2.758575249999999,neutral
12517,-8.512047,5.694504,9.816607,-0.8659289,17.15483,12.29707,-2.394629,0.008468462,2.86877475,neutral
12533,-8.433774,5.700083,4.696553,0.3347814,17.06148,12.30465,-5.601186,0.4549204,2.9252395500000015,neutral
12550,-8.262607,5.687346,10.26984,-0.7642502,16.957,12.33726,-6.268379,1.956444,3.041235350000001,neutral
12567,-8.018366,5.651014,14.65416,-2.179828,16.953,12.36795,-0.2403212,1.841547,3.2013044500000003,neutral
12583,-7.836541,5.618146,10.90994,-1.97218,16.83394,12.39913,-7.14391,1.870553,3.3187215500000002,neutral
12600,-7.787169,5.624247,2.962217,0.3660321,16.67415,12.41257,-9.586758,0.8065066,3.3551122500000004,neutral
12617,-7.632293,5.593378,9.292421,-1.852104,16.51543,12.4168,-9.523244,0.2534817,3.454264750000001,neutral
12633,-7.488574,5.573819,8.623488,-1.17358,16.4694,12.41015,-2.761682,-0.398785,3.54900035,neutral
12650,-7.421084,5.586158,4.04927,0.740361,16.26913,12.4147,-12.01595,0.2728218,3.5999450500000005,neutral
12667,-7.332565,5.58626,5.31107,0.006122469,16.02555,12.41243,-14.61462,-0.1360104,3.6619389500000006,neutral
12683,-7.177776,5.527809,9.287701,-3.507208,15.92521,12.39905,-6.020915,-0.8029488,3.752755950000001,neutral
12700,-7.063276,5.464477,6.869869,-3.799879,15.76704,12.41034,-9.489656,0.677477,3.81390635,neutral
12717,-7.071048,5.476716,-0.466309,0.734353,15.54121,12.4522,-13.54948,2.511471,3.8121376499999995,neutral
12733,-6.985839,5.453053,5.112705,-1.419867,15.32928,12.46892,-12.71689,1.003228,3.8646850499999994,neutral
12750,-6.888118,5.429201,5.86318,-1.431084,15.25869,12.44353,-4.235204,-1.523007,3.92593415,neutral
12767,-6.857667,5.423402,1.826985,-0.3478936,14.99078,12.43316,-16.07434,-0.6223748,3.9455101499999996,neutral
12783,-6.867242,5.431201,-0.5745159,0.46791,14.75591,12.46308,-14.09263,1.79519,3.9411473500000005,neutral
12800,-6.803138,5.416363,3.846198,-0.8902471,14.64496,12.49315,-6.656497,1.80424,3.9815687500000005,neutral
12817,-6.705866,5.38165,5.836173,-2.082698,14.53337,12.5108,-6.695693,1.058901,4.03924525,neutral
12833,-6.689293,5.377037,0.9944446,-0.2768148,14.33351,12.53111,-11.99205,1.218386,4.04946245,neutral
12850,-6.629364,5.357791,3.595663,-1.154744,14.16088,12.54994,-10.35722,1.130025,4.085638950000001,neutral
12867,-6.520231,5.333299,6.547867,-1.469478,14.11778,12.5481,-2.586028,-0.1102045,4.15468445,neutral
12883,-6.45707,5.357401,3.789802,1.446161,13.98116,12.53817,-8.197952,-0.5957454,4.20612775,neutral
12900,-6.459074,5.400043,-0.1202464,2.558448,13.81093,12.52113,-10.21348,-1.022395,4.21751755,neutral
12917,-6.378796,5.418275,4.81661,1.093948,13.68174,12.50245,-7.751161,-1.121213,4.27918175,neutral
12933,-6.315034,5.411288,3.825824,-0.4192707,13.61329,12.49309,-4.106987,-0.5614119,4.3217190500000005,neutral
12950,-6.306117,5.426717,0.5350295,0.9257231,13.44002,12.46828,-10.39584,-1.488389,4.33258965,neutral
12967,-6.288339,5.445849,1.066683,1.147934,13.30319,12.46279,-8.20966,-0.3294117,4.35077385,neutral
